time_ms,command_angle,feedback_angle,current_mA
65395,160,158,159.60
65447,160,153,155.00
65500,160,158,164.00
65552,160,158,155.00
65604,160,148,163.90
65656,160,148,155.10
65708,160,153,164.00
65760,160,147,155.30
65812,160,158,163.60
65864,160,147,155.60
65916,160,158,164.00
65969,160,149,155.50
66021,160,158,163.50
66073,160,150,155.50
66125,160,158,163.60
66177,160,158,155.10
66229,160,146,197.00
66281,160,154,155.30
66333,160,148,163.20
66385,160,148,155.40
66437,160,148,163.50
66489,160,159,157.10
66541,160,158,172.60
66593,160,158,164.60
66645,160,148,171.20
66697,160,158,164.30
66749,160,148,166.90
66801,160,148,168.20
66853,160,159,165.00
66905,160,158,167.70
66957,160,148,165.60
67009,160,158,169.90
67061,160,148,164.60
67114,160,146,202.10
67166,160,148,164.50
67218,160,158,173.20
67270,160,148,165.00
67322,160,157,173.00
67374,160,148,162.90
67426,160,158,172.90
67478,160,159,164.70
67530,160,158,173.00
67583,160,148,164.40
67635,160,158,172.60
67687,160,148,159.60
67739,160,159,172.50
67791,160,147,164.30
67843,160,158,172.80
67895,160,156,171.80
67947,160,148,172.90
67999,160,160,173.00
68051,160,148,172.70
68104,160,159,172.80
68156,160,147,202.00
68208,160,148,160.00
68260,160,158,174.50
68312,160,158,172.00
68364,160,148,170.00
68416,160,158,174.80
68468,160,147,206.10
68520,160,158,189.10
68573,160,147,167.80
68625,160,158,177.30
68677,160,152,166.50
68729,160,159,218.00
68781,160,160,160.00
68833,160,147,186.40
68885,160,158,160.70
68937,160,148,176.50
68989,160,146,176.60
69042,160,148,175.60
69094,160,158,161.60
69146,160,147,210.40
69198,160,158,165.30
69250,160,159,167.60
69302,160,158,166.00
69354,160,158,166.00
69406,160,158,200.70
69458,160,153,167.10
69511,160,158,166.80
69563,160,159,164.00
69615,160,150,202.20
69667,160,158,197.50
69719,160,158,172.00
69771,160,147,164.70
69823,160,148,171.20
69875,160,158,159.40
69927,160,148,171.80
69980,160,158,159.60
70032,160,153,175.70
70084,160,148,160.20
70136,160,158,176.20
70188,160,158,158.90
70240,160,148,165.90
70292,160,158,165.70
70344,160,148,164.80
70396,160,158,160.00
70449,160,158,170.70
70501,160,158,159.20
70553,160,148,173.50
70605,160,158,159.60
70657,160,148,171.30
70709,160,158,185.00
70761,160,154,162.30
70813,160,158,161.30
70865,160,148,161.80
70917,160,148,158.90
70969,160,158,165.40
71021,160,158,160.20
71073,20,146,443.40
71125,20,133,422.00
71176,20,118,516.10
71228,20,107,622.40
71280,20,98,627.90
71332,20,91,603.60
71384,20,82,577.20
71436,20,72,539.10
71488,20,62,487.30
71540,20,49,500.80
71591,20,38,477.60
71642,20,27,485.40
71694,20,28,284.70
71746,20,20,139.70
71798,20,20,136.40
71850,20,20,171.80
71901,20,21,149.00
71953,20,21,128.30
72005,20,21,127.70
72056,20,21,135.80
72107,20,20,128.50
72158,20,21,128.50
72210,20,20,107.40
72262,20,20,128.00
72313,20,21,101.60
72364,20,21,130.70
72415,20,20,101.50
72466,20,20,131.00
72518,20,20,141.60
72570,20,22,127.50
72622,20,21,135.10
72673,20,20,137.90
72724,20,20,125.10
72775,20,21,131.60
72826,20,20,136.20
72877,20,21,123.50
72928,20,21,123.10
72979,20,21,132.60
73030,20,21,124.20
73082,20,20,124.00
73134,20,21,131.50
73186,20,20,124.10
73238,20,20,123.70
73289,20,21,103.60
73340,20,21,126.40
73391,20,20,123.70
73442,20,20,125.60
73494,20,22,126.60
73546,20,20,122.00
73599,20,21,123.90
73650,20,21,103.90
73702,20,21,124.60
73753,20,21,98.90
73804,20,20,129.20
73856,20,21,137.40
73908,20,20,107.10
73959,20,20,122.00
74010,20,20,114.50
74062,20,21,134.40
74114,20,20,120.70
74166,20,21,121.80
74218,20,21,110.10
74269,20,20,98.20
74320,20,21,115.20
74372,20,21,120.70
74424,20,21,122.70
74476,20,20,93.60
74527,20,20,114.80
74578,20,20,122.40
74631,20,21,121.50
74683,20,21,114.80
74734,20,20,114.60
74785,20,20,120.80
74837,20,20,123.00
74888,20,20,115.70
74940,20,21,115.80
74992,20,20,116.10
75043,20,20,122.90
75094,20,20,116.60
75145,20,20,116.10
75196,20,20,115.40
75248,20,20,122.80
75300,20,20,119.60
75351,20,21,115.80
75402,20,21,115.70
75453,20,21,116.30
75505,20,20,124.00
75557,20,20,132.70
75608,20,21,121.30
75659,20,20,116.10
75710,20,21,115.00
75762,20,20,126.00
75813,20,21,118.80
75864,20,21,111.80
75916,20,20,111.20
75968,20,21,115.60
76020,20,21,119.90
76071,20,21,112.80
76122,20,20,113.70
76173,20,21,112.20
76224,20,20,115.30
76275,20,21,118.90
76326,20,21,112.80
76378,20,20,112.10
76429,20,21,111.70
76480,20,21,116.80
76531,20,21,118.90
76582,20,21,121.70
76634,20,20,112.50
76686,20,20,112.60
76737,20,21,118.50
76788,160,20,468.20
76840,160,31,369.70
76893,160,43,463.50
76945,160,54,519.90
76997,160,67,517.90
77049,160,80,487.20
77101,160,92,499.90
77153,160,102,561.60
77205,160,107,663.20
77257,160,114,640.30
77309,160,122,643.50
77362,160,129,657.30
77414,160,132,728.50
77466,160,141,334.90
77518,160,156,370.50
77570,160,143,301.50
77622,160,156,334.00
77674,160,158,268.10
77726,160,158,251.30
77778,160,145,252.10
77831,160,145,253.30
77883,160,157,263.10
77935,160,146,258.10
77987,160,157,245.70
78039,160,158,241.70
78091,160,158,249.60
78143,160,145,252.30
78195,160,145,248.40
78247,160,157,237.20
78300,160,158,236.10
78352,160,145,245.00
78404,160,145,249.20
78456,160,158,250.10
78508,160,145,238.80
78560,160,146,236.10
78612,160,147,236.90
78664,160,158,246.40
78716,160,158,247.40
78769,160,146,242.00
78821,160,145,235.00
78873,160,145,236.20
78925,160,158,242.50
78977,160,158,246.60
79029,160,146,246.40
79081,160,145,236.10
79133,160,158,236.20
79185,160,159,241.90
79237,160,145,245.60
79289,160,158,246.20
79341,160,158,237.20
79393,160,157,235.90
79445,160,145,242.70
79497,160,148,245.50
79549,160,158,246.10
79601,160,158,238.20
79653,160,145,235.80
79705,160,146,237.80
79757,160,158,189.30
79809,160,158,146.30
79861,160,158,137.40
79914,160,155,134.40
79966,160,148,157.60
80018,160,158,130.30
80070,160,158,149.00
80122,160,149,120.60
80174,160,150,125.90
80226,160,158,116.10
80278,160,158,121.20
80330,160,148,146.40
80383,160,150,116.10
80435,160,158,126.90
80487,160,149,115.80
80539,160,158,122.40
80591,160,149,134.80
80643,160,158,120.60
80695,160,158,119.40
80747,160,159,116.50
80799,160,149,119.00
80851,160,158,119.90
80904,160,149,120.50
80956,160,158,115.70
81008,160,158,120.10
81060,160,159,115.80
81112,160,159,147.70
81164,160,149,115.60
81216,160,158,122.50
81268,160,158,143.60
81320,160,156,119.90
81373,160,152,115.60
81425,160,159,121.30
81477,160,158,115.80
81529,160,159,122.20
81581,160,150,127.30
81633,160,159,122.30
81685,160,158,121.80
81737,160,159,131.60
81789,160,151,125.30
81842,160,159,131.10
81894,160,150,127.30
81946,160,158,135.80
81998,160,158,122.00
82050,160,158,134.50
82102,160,149,120.90
82154,160,158,130.10
82206,160,148,124.50
82258,160,158,129.00
82311,160,151,127.40
82363,160,158,129.20
82415,160,158,126.20
82467,160,158,127.70
82519,160,158,124.90
82571,160,149,121.50
82623,160,159,128.40
82675,160,151,120.20
82727,160,158,133.60
82780,160,158,121.50
82832,160,149,126.90
82884,160,158,126.20
82936,20,145,438.00
82988,20,132,429.20
83040,20,117,529.70
83092,20,105,642.20
83144,20,98,635.90
83196,20,91,617.90
83249,20,82,586.80
83301,20,71,545.60
83352,20,60,506.70
83403,20,48,509.60
83455,20,36,490.60
83506,20,25,501.00
83557,20,20,294.90
83609,20,22,157.70
83661,20,22,132.70
83712,20,20,189.60
83763,20,20,144.00
83814,20,21,131.20
83866,20,21,140.10
83918,20,20,127.40
83969,20,20,127.40
84020,20,21,135.20
84071,20,20,128.00
84123,20,21,127.40
84174,20,20,128.70
84225,20,20,107.50
84277,20,20,127.60
84329,20,21,123.40
84381,20,21,130.80
84432,20,21,123.60
84483,20,21,123.60
84534,20,21,129.40
84585,20,20,142.20
84636,20,21,132.00
84687,20,21,123.40
84739,20,20,133.10
84791,20,21,131.10
84843,20,21,123.80
84894,20,20,102.90
84945,20,21,131.00
84997,20,21,122.60
85049,20,21,96.50
85100,20,20,134.20
85151,20,21,97.20
85202,20,20,123.30
85255,20,20,131.00
85306,20,21,126.70
85357,20,20,123.30
85408,20,21,124.50
85459,20,21,130.40
85512,20,20,97.30
85563,20,21,123.10
85614,20,20,130.80
85665,20,21,125.80
85717,20,22,123.40
85768,20,21,75.00
85819,20,21,130.80
85870,20,21,111.50
85921,20,21,101.60
85973,20,21,129.10
86025,20,21,135.10
86077,20,20,123.70
86128,20,21,116.10
86179,20,20,126.80
86230,20,20,123.80
86281,20,20,114.70
86332,20,20,114.60
86384,20,21,122.70
86436,20,21,117.40
86487,20,20,115.60
86538,20,22,114.70
86589,20,20,122.70
86641,20,21,116.60
86693,20,20,115.20
86744,20,20,114.70
86795,20,21,122.20
86846,20,21,119.40
86897,20,20,115.10
86948,20,21,115.00
86999,20,21,120.80
87051,20,20,131.00
87103,20,20,125.60
87154,20,21,115.80
87205,20,20,115.40
87256,20,20,122.90
87307,20,21,123.90
87358,20,21,114.70
87410,20,21,114.40
87462,20,20,119.20
87513,20,21,105.40
87564,20,20,116.10
87615,20,21,115.30
87666,20,20,115.20
87717,20,21,122.50
87768,20,20,120.30
87820,20,20,115.40
87872,20,20,115.40
87924,20,21,122.10
87975,20,21,119.60
88026,20,20,115.70
88077,20,21,115.20
88128,20,20,127.00
88179,20,20,122.80
88231,20,21,90.70
88282,20,20,123.80
88333,20,20,117.20
88385,20,21,114.70
88437,20,21,123.40
88490,20,20,121.30
88541,20,22,114.80
88592,20,20,91.40
88643,20,21,120.40
88694,20,20,111.30
88746,20,20,116.50
88798,20,20,122.00
88850,20,20,115.40
88901,20,20,115.60
88953,20,21,119.30
89005,20,20,121.80
89057,20,20,115.30
89108,20,20,115.00
89159,20,20,120.70
89211,20,21,94.70
89262,20,20,90.10
89313,20,21,115.20
89364,20,21,117.60
89415,20,20,130.00
89466,20,21,125.20
89518,20,20,115.90
89570,20,21,111.30
89622,20,20,129.10
89674,20,20,123.50
89727,20,21,116.20
89779,20,21,120.00
89830,20,21,129.90
89881,20,21,121.90
89932,20,21,91.20
89983,20,20,114.40
90034,160,20,443.60
90086,160,25,388.50
90138,160,41,376.00
90190,160,50,515.80
90242,160,61,517.30
90294,160,74,509.80
90346,160,86,485.00
90398,160,100,485.40
90450,160,103,629.10
90503,160,110,659.30
90555,160,118,619.20
90607,160,126,617.70
90659,160,130,663.60
90711,160,136,608.50
90763,160,143,313.20
90815,160,140,407.30
90867,160,142,333.80
90919,160,158,250.10
90972,160,158,256.00
91024,160,146,247.60
91076,160,159,243.00
91128,160,156,251.10
91180,160,158,252.40
91232,160,144,252.90
91284,160,158,242.50
91336,160,158,242.00
91388,160,158,238.80
91441,160,146,245.60
91493,160,146,246.00
91545,160,159,243.00
91597,160,159,235.60
91649,160,145,236.60
91701,160,158,242.10
91753,160,158,245.70
91805,160,158,247.20
91857,160,158,241.00
91909,160,144,270.70
91961,160,158,231.60
92013,160,158,246.00
92065,160,146,240.80
92117,160,159,235.50
92169,160,145,231.00
92221,160,158,231.20
92273,160,145,240.00
92325,160,146,240.60
92377,160,157,231.20
92429,160,153,230.40
92481,160,146,235.10
92533,160,145,239.40
92586,160,159,239.60
92638,160,156,232.80
92690,160,156,229.70
92742,160,146,229.90
92794,160,159,236.00
92846,160,159,239.20
92898,160,158,238.70
92950,160,146,229.40
93002,160,146,229.60
93055,160,146,229.60
93107,160,145,236.80
93159,160,157,238.90
93211,160,158,238.30
93263,160,158,229.80
93315,160,145,229.40
93367,160,145,256.60
93419,160,154,238.80
93471,160,158,252.50
93523,160,158,238.70
93576,160,146,235.60
93628,160,146,229.20
93680,160,158,204.60
93732,160,147,205.90
93784,160,158,221.50
93836,160,148,172.40
93888,160,148,172.20
93940,160,156,169.20
93992,160,158,181.00
94045,160,148,180.70
94097,160,158,180.10
94149,160,149,166.00
94201,160,147,161.10
94253,160,158,172.10
94305,160,148,178.50
94357,160,148,171.70
94409,160,158,160.10
94461,160,159,163.10
94514,160,148,177.30
94566,160,158,173.30
94618,160,158,155.50
94670,160,148,187.90
94722,160,150,172.60
94774,160,158,162.20
94826,160,158,154.10
94878,160,148,165.30
94930,160,158,168.20
94983,160,159,154.90
95035,160,148,157.70
95087,160,158,174.60
95139,160,159,157.10
95191,160,148,178.70
95243,160,159,166.00
95295,160,158,159.40
95347,160,148,153.50
95399,160,159,166.50
95452,160,149,159.70
95504,160,158,153.50
95556,20,146,443.80
95608,20,131,423.70
95660,20,117,520.70
95712,20,106,613.60
95764,20,98,624.80
95816,20,90,596.20
95867,20,83,567.00
95918,20,73,535.90
95969,20,62,511.40
96021,20,51,513.10
96072,20,40,485.50
96123,20,28,486.40
96174,20,20,493.40
96225,20,23,115.40
96276,20,23,146.30
96327,20,20,166.60
96379,20,22,141.50
96431,20,20,118.10
96482,20,20,131.20
96534,20,20,127.10
96586,20,20,131.20
96639,20,20,125.20
96690,20,20,127.10
96741,20,20,129.30
96792,20,20,122.70
96844,20,20,129.10
96896,20,22,123.00
96948,20,20,130.10
96999,20,21,122.90
97050,20,21,127.90
97101,20,21,130.30
97153,20,21,97.70
97204,20,21,135.20
97256,20,20,122.50
97308,20,21,136.30
97359,20,20,126.90
97410,20,21,122.10
97461,20,21,130.70
97513,20,21,122.10
97565,20,20,128.30
97617,20,20,123.70
97668,20,21,122.10
97719,20,20,130.50
97770,20,21,122.80
97821,20,21,128.60
97872,20,21,123.30
97923,20,21,99.30
97974,20,21,129.90
98026,20,21,122.50
98077,20,21,119.80
98128,20,20,115.00
98179,20,21,114.50
98230,20,21,124.90
98282,20,21,123.10
98334,20,21,116.70
98385,20,21,130.70
98436,20,20,114.90
98488,20,21,119.00
98539,20,20,123.20
98590,20,21,114.50
98641,20,21,117.30
98692,20,21,121.20
98743,20,21,114.70
98794,20,20,116.80
98846,20,20,120.60
98897,20,21,115.00
98948,20,20,115.20
98999,20,21,117.60
99050,20,20,111.00
99101,20,20,110.80
99153,20,21,117.60
99205,20,20,121.40
99257,20,21,111.70
99309,20,20,117.30
99360,20,20,111.30
99411,20,21,112.10
99464,20,20,124.50
99516,20,21,120.20
99568,20,21,112.30
99620,20,21,122.70
99671,20,21,119.60
99722,20,21,111.10
99773,20,21,117.90
99824,20,20,113.70
99876,20,21,110.20
99928,20,20,115.60
99980,20,21,115.00
100031,20,20,110.10
100083,20,21,115.80
100135,20,21,113.20
100188,20,20,110.50
100240,20,21,117.20
100291,20,20,101.60
100343,20,21,110.90
100395,20,20,86.90
100447,20,20,115.70
100499,20,20,111.00
100551,20,21,111.90
100603,20,20,117.80
100655,20,21,110.80
100707,20,20,111.00
100759,20,21,117.30
100811,20,21,111.90
100863,20,21,111.20
100915,20,21,112.60
100966,20,20,117.60
101018,20,20,111.00
101070,20,21,110.60
101122,20,21,118.30
101174,20,21,111.30
101225,20,20,111.00
101277,20,20,114.80
101329,160,20,464.40
101381,160,29,371.90
101433,160,44,439.90
101485,160,53,501.60
101537,160,65,507.40
101589,160,78,486.40
101641,160,90,492.00
101693,160,101,523.60
101745,160,106,639.70
101797,160,112,653.30
101849,160,119,619.80
101901,160,126,608.80
101953,160,130,682.80
102005,160,135,589.10
102058,160,155,357.50
102110,160,157,389.90
102162,160,143,343.20
102214,160,144,303.30
102266,160,145,257.80
102318,160,157,258.60
102370,160,145,248.70
102422,160,145,251.00
102474,160,148,245.40
102527,160,144,245.80
102579,160,159,241.70
102631,160,156,235.80
102683,160,158,235.80
102735,160,158,235.90
102787,160,158,243.30
102839,160,158,244.90
102891,160,158,245.30
102943,160,145,241.30
102995,160,148,235.20
103048,160,146,235.20
103100,160,160,235.50
103152,160,153,242.30
103204,160,158,244.50
103256,160,146,244.30
103308,160,146,241.20
103360,160,146,241.40
103412,160,145,249.10
103464,160,146,249.50
103517,160,158,231.80
103569,160,158,238.20
103621,160,147,238.70
103673,160,146,232.60
103725,160,145,239.30
103777,160,158,245.60
103829,160,158,253.60
103881,160,158,260.70
103933,160,147,254.20
103986,160,146,249.30
104038,160,146,241.20
104090,160,158,203.80
104142,160,160,241.20
104194,160,158,208.80
104246,160,158,219.40
104298,160,159,217.10
104350,160,147,212.30
104402,160,158,203.20
104455,160,146,197.30
104507,160,159,201.20
104559,160,156,210.90
104611,160,158,219.50
104663,160,147,206.40
104715,160,158,196.20
104767,160,158,199.90
104819,160,158,208.40
104871,160,148,215.30
104924,160,159,202.60
104976,160,157,196.20
105028,160,150,201.00
105080,160,158,209.20
105132,160,146,212.10
105184,160,146,200.40
105236,160,158,195.40
105288,160,158,196.20
105340,160,147,203.00
105393,160,158,212.00
105445,160,147,210.20
105497,160,158,199.50
105549,160,158,191.20
105601,160,147,203.20
105653,160,158,236.00
105705,160,150,200.70
105757,160,158,191.10
105809,160,159,190.20
105861,160,159,193.10
105913,160,158,202.90
105965,160,153,203.20
106017,160,147,194.60
106069,160,147,190.20
106121,160,159,190.60
106173,160,158,199.60
106225,160,158,201.50
106277,160,158,195.20
106329,160,147,190.90
106381,20,147,436.50
106433,20,132,419.70
106485,20,117,509.90
106538,20,106,606.50
106590,20,99,603.50
106642,20,91,603.40
106694,20,83,571.60
106746,20,73,535.30
106798,20,64,499.30
106850,20,53,503.20
106902,20,40,490.00
106953,20,28,490.50
107005,20,20,489.20
107058,20,23,135.60
107110,20,20,144.70
107162,20,20,176.60
107214,20,21,145.10
107266,20,21,133.10
107318,20,20,139.30
107370,20,21,128.70
107422,20,20,100.20
107474,20,20,103.80
107525,20,21,121.10
107577,20,21,129.70
107629,20,21,121.10
107681,20,21,129.30
107733,20,21,121.60
107785,20,21,129.30
107837,20,20,114.30
107889,20,21,129.70
107941,20,20,84.00
107993,20,20,102.30
108045,20,21,116.90
108097,20,20,122.40
108148,20,21,114.00
108200,20,20,121.40
108253,20,20,114.00
108305,20,20,120.40
108357,20,20,114.50
108409,20,21,117.50
108461,20,20,114.90
108513,20,20,113.90
108565,20,21,118.00
108617,20,21,113.80
108669,20,20,121.30
108722,20,21,113.70
108773,20,21,121.20
108825,20,21,113.80
108877,20,21,118.50
108929,20,20,114.90
108981,20,20,113.70
109032,20,21,120.00
109084,20,20,114.10
109136,20,20,121.40
109188,20,21,114.50
109240,20,21,119.50
109292,20,20,114.30
109344,20,21,114.00
109397,20,21,121.00
109448,20,20,114.40
109500,20,20,120.90
109552,20,21,114.60
109604,20,20,114.70
109656,20,20,118.40
109707,20,21,114.50
109759,20,21,121.60
109811,20,20,114.60
109863,20,21,114.90
109916,20,21,115.80
109968,20,21,84.70
110019,20,21,121.30
110070,20,21,89.30
110122,20,20,115.20
110174,20,20,94.10
110226,20,20,114.30
110278,20,20,121.50
110330,20,21,114.40
110382,20,21,110.10
110434,20,21,95.00
110485,20,21,119.30
110537,20,21,119.30
110588,20,20,126.30
110641,20,20,111.90
110693,20,21,122.70
110745,20,20,117.70
110797,20,20,92.00
110849,20,20,101.10
110901,20,21,111.50
110953,20,21,125.30
111005,20,21,115.70
111056,20,21,116.50
111108,20,20,96.80
111160,20,20,110.90
111212,20,20,111.20
111264,20,20,93.00
111317,160,20,456.60
111369,160,31,371.40
111421,160,44,455.20
111473,160,53,520.20
111525,160,66,525.30
111577,160,77,500.10
111629,160,90,503.70
111681,160,101,554.00
111733,160,105,673.40
111786,160,111,687.00
111838,160,118,640.50
111890,160,126,637.40
111942,160,129,700.30
111994,160,133,749.60
112046,160,140,393.80
112098,160,141,396.70
112150,160,143,344.70
112202,160,157,342.30
112255,160,144,278.90
112307,160,145,274.60
112359,160,158,274.50
112411,160,145,270.60
112463,160,158,268.70
112515,160,145,262.60
112567,160,144,258.90
112619,160,146,237.00
112671,160,146,233.30
112723,160,145,229.80
112776,160,147,228.40
112828,160,158,229.10
112880,160,157,229.30
112932,160,145,228.40
112984,160,146,231.70
113036,160,146,236.30
113088,160,145,240.30
113140,160,158,239.50
113192,160,146,238.90
113245,160,145,239.20
113297,160,150,274.10
113349,160,159,231.80
113401,160,158,224.80
113453,160,158,221.10
113505,160,146,221.10
113557,160,146,224.20
113609,160,146,230.40
113661,160,146,235.00
113714,160,145,235.00
113766,160,146,231.70
113818,160,158,220.50
113870,160,158,220.00
113922,160,146,221.00
113974,160,146,230.00
114026,160,145,232.00
114078,160,146,233.00
114130,160,158,231.30
114183,160,159,224.00
114235,160,158,219.50
114287,160,146,221.00
114339,160,158,223.50
114391,160,146,230.80
114443,160,146,231.70
114495,160,157,231.60
114547,160,158,225.70
114599,160,154,220.20
114652,160,159,220.40
114704,160,157,220.70
114756,160,158,227.40
114808,160,158,230.60
114860,160,147,230.80
114912,160,146,221.00
114964,160,154,221.40
115016,160,158,221.60
115068,160,151,227.60
115121,160,158,230.40
115173,160,157,230.40
115225,160,157,228.10
115277,160,159,221.50
115329,160,146,221.10
115381,160,145,221.10
115433,160,146,222.80
115485,160,157,250.50
115537,160,146,204.00
115589,160,146,198.80
115641,160,147,191.20
115693,160,147,190.00
115745,160,158,190.30
115797,160,158,191.30
115849,160,158,198.50
115901,160,158,199.00
115953,160,147,196.40
116005,160,147,189.80
116057,160,158,190.50
116109,160,158,194.40
116161,160,147,198.70
116213,160,150,199.20
116266,160,149,192.20
116318,160,147,190.10
116370,160,158,190.30
116422,160,158,227.70
116474,160,158,198.60
116526,160,147,199.10
116578,160,146,233.30
116630,160,158,189.90
116682,160,146,190.20
116735,160,160,190.40
116787,160,150,196.60
116839,160,158,199.00
116891,20,144,410.60
116943,20,128,444.00
116995,20,114,550.40
117047,20,104,614.60
117099,20,97,625.00
117151,20,90,587.10
117203,20,82,568.40
117256,20,73,544.30
117307,20,62,500.70
117359,20,50,501.20
117411,20,39,477.10
117463,20,27,479.00
117514,20,20,483.60
117566,20,23,136.70
117618,20,22,141.60
117670,20,20,134.10
117722,20,20,121.00
117774,20,21,137.50
117826,20,21,137.80
117878,20,20,117.10
117930,20,21,127.40
117982,20,21,129.70
118034,20,21,126.40
118086,20,21,121.00
118138,20,20,127.80
118190,20,21,121.10
118242,20,21,121.30
118293,20,20,126.80
118345,20,20,121.30
118397,20,21,128.20
118450,20,21,120.90
118501,20,20,124.60
118553,20,20,123.30
118605,20,21,121.30
118657,20,21,100.30
118709,20,21,121.40
118761,20,20,123.80
118813,20,21,116.80
118865,20,20,118.60
118917,20,20,117.30
118968,20,21,117.20
119020,20,21,124.00
119072,20,20,129.50
119125,20,21,127.20
119177,20,20,126.10
119229,20,21,131.90
119281,20,21,117.20
119332,20,20,133.90
119384,20,21,114.80
119436,20,21,134.40
119488,20,21,119.80
119540,20,20,134.50
119592,20,21,119.60
119645,20,21,134.60
119697,20,21,92.10
119748,20,22,133.50
119800,20,20,119.60
119852,20,21,133.60
119904,20,20,118.20
119956,20,21,103.50
120008,20,20,118.60
120060,20,21,128.40
120113,20,21,94.20
120164,20,20,132.60
120216,20,20,113.90
120268,20,21,128.00
120320,20,21,114.00
120372,20,21,123.20
120424,20,20,114.50
120476,20,21,122.60
120528,20,20,115.40
120580,20,21,117.90
120631,20,20,120.00
120683,20,21,92.90
120734,20,21,123.80
120785,20,20,113.00
120837,20,20,122.00
120889,20,21,113.40
120941,20,21,118.80
120993,20,20,113.30
121045,20,21,112.90
121097,20,21,119.40
121149,20,20,113.60
121201,20,20,121.80
121252,20,21,113.30
121304,20,21,113.50
121356,20,21,118.60
121408,20,20,113.90
121460,20,21,121.30
121512,20,20,113.90
121565,20,20,119.20
121617,20,20,114.40
121668,20,20,117.70
121720,20,21,118.20
121772,20,21,114.30
121824,20,20,120.90
121876,20,20,114.30
121927,20,21,121.00
121979,20,20,114.40
122031,20,21,121.10
122083,20,20,114.50
122135,20,21,118.90
122186,20,21,114.30
122239,20,20,115.80
122291,20,20,114.60
122343,20,21,113.90
122395,20,21,116.60
122447,20,20,114.00
122499,20,20,120.00
122551,20,21,114.20
122603,20,21,121.00
122654,20,21,113.70
122706,20,22,117.70
122759,160,20,451.60
122811,160,31,350.30
122863,160,45,430.40
122915,160,54,507.60
122967,160,66,495.60
123019,160,78,490.80
123071,160,91,489.30
123123,160,101,538.40
123175,160,106,647.70
123228,160,110,668.90
123280,160,118,622.00
123332,160,125,633.70
123384,160,130,660.10
123436,160,133,719.40
123488,160,139,421.60
123540,160,140,390.80
123592,160,144,306.70
123644,160,143,327.30
123697,160,146,274.30
123749,160,145,273.80
123801,160,151,272.70
123853,160,145,264.00
123905,160,152,249.30
123957,160,145,243.00
124009,160,158,241.10
124061,160,145,236.20
124113,160,145,234.80
124165,160,158,234.60
124217,160,150,272.40
124269,160,155,233.60
124321,160,148,233.40
124373,160,158,233.20
124425,160,145,233.30
124477,160,158,233.10
124529,160,158,233.00
124581,160,145,233.00
124633,160,158,243.20
124685,160,158,184.20
124737,160,158,176.10
124789,160,151,174.50
124842,160,158,173.60
124894,160,158,174.10
124946,160,158,173.70
124998,160,158,173.70
125050,160,158,174.50
125102,160,148,173.90
125154,160,158,176.00
125206,160,147,178.20
125258,160,152,179.30
125311,160,148,185.30
125363,160,148,187.80
125415,160,152,219.20
125467,160,158,187.60
125519,160,159,181.00
125571,160,148,165.90
125623,160,147,161.60
125675,160,147,192.00
125727,160,148,166.40
125779,160,159,173.30
125832,160,159,179.60
125884,160,148,173.10
125936,160,155,165.70
125988,160,148,161.40
126040,160,158,161.30
126092,160,158,170.90
126144,160,155,205.30
126196,160,148,163.30
126248,160,149,155.90
126301,160,147,156.40
126353,160,148,166.00
126405,160,158,172.10
126457,160,158,167.50
126509,160,148,156.50
126561,160,158,155.70
126613,160,158,155.90
126665,160,158,162.90
126717,160,158,169.20
126770,160,148,159.60
126822,160,148,172.40
126874,160,148,151.30
126926,160,158,156.20
126978,160,158,167.00
127030,160,148,163.60
127082,160,148,155.10
127134,160,158,183.40
127186,160,148,155.80
127239,160,158,162.10
127291,160,151,155.10
127343,20,146,432.00
127395,20,132,416.80
127447,20,118,514.30
127499,20,106,614.80
127551,20,98,629.70
127602,20,92,588.90
127654,20,83,582.30
127706,20,75,550.60
127758,20,65,504.60
127809,20,54,512.80
127861,20,42,478.00
127914,20,31,483.40
127966,20,20,496.90
128017,20,23,141.60
128069,20,22,154.30
128121,20,20,141.20
128173,20,21,138.50
128225,20,21,146.50
128277,20,21,124.60
128328,20,22,125.30
128380,20,21,133.40
128433,20,20,99.30
128485,20,21,125.50
128537,20,22,105.50
128589,20,21,121.40
128641,20,20,125.60
128693,20,21,124.50
128745,20,20,121.50
128797,20,21,128.50
128849,20,21,120.90
128901,20,21,121.60
128952,20,21,127.10
129004,20,22,121.40
129056,20,21,125.30
129109,20,20,124.70
129161,20,21,121.60
129213,20,21,128.60
129265,20,21,80.70
129316,20,20,100.00
129367,20,21,121.20
129419,20,20,122.20
129471,20,21,126.60
129523,20,20,121.80
129575,20,22,128.20
129628,20,20,121.70
129680,20,21,100.00
129732,20,21,117.00
129784,20,21,117.50
129835,20,20,118.90
129887,20,20,117.40
129939,20,20,122.60
129991,20,21,117.60
130043,20,20,124.20
130095,20,20,118.10
130147,20,21,124.80
130199,20,20,92.30
130250,20,21,124.70
130303,20,20,117.80
130354,20,21,124.60
130406,20,20,117.60
130458,20,21,97.60
130510,20,20,117.60
130562,20,21,116.20
130614,20,20,117.30
130666,20,20,119.50
130718,20,20,91.90
130769,20,20,118.10
130821,20,21,118.70
130873,20,21,113.70
130925,20,21,121.40
130977,20,21,98.10
131029,20,21,123.60
131081,20,20,118.00
131133,20,22,120.40
131185,20,20,127.40
131237,20,21,101.10
